Date,Open,High,Low,Close
2021-11-03,1786.78,1787.38,1758.63,1773.55
2021-11-02,1791.38,1796,1786.2,1787.08
2021-11-01,1780.59,1795.5,1779.1,1791.44
2021-10-31,1781.35,1782.25,1780.4,1780.65
2021-10-30,1769.5,1769.5,1769.5,1769.5
2021-10-29,1799.5,1801.15,1772.1,1783.4
2021-10-28,1796.29,1809.67,1792.5,1799.05
2021-10-27,1792.67,1798.7,1783.39,1797.72
2021-10-26,1807.19,1807.89,1782.59,1792.99
2021-10-25,1792.79,1809.69,1792.29,1807.74
2021-10-22,1783.17,1813.39,1782.79,1792.79
2021-10-21,1782.59,1788.99,1776.49,1782.84
2021-10-20,1769.29,1788.09,1766.72,1782.19
2021-10-19,1764.99,1784.89,1762.69,1770.04
2021-10-18,1767.59,1771.69,1760.17,1764.69
2021-10-17,1767.59,1767.59,1767.59,1767.59
2021-10-15,1795.87,1796.44,1764.69,1767.59
2021-10-14,1792.69,1799.99,1786.59,1796.09
2021-10-13,1760.49,1795.57,1758.69,1793.94
2021-10-12,1753.94,1769.09,1750.89,1759.94
2021-10-11,1756.64,1760.89,1750.29,1753.99
2021-10-10,1756.64,1756.64,1756.64,1756.64
2021-10-08,1755.84,1780.79,1753.27,1756.64
2021-10-07,1762.89,1766.69,1751.99,1754.43
2021-10-06,1759.89,1764.79,1745.84,1762.89
2021-10-05,1768.37,1769.24,1749.13,1760.09
2021-10-04,1760.99,1770.44,1747.67,1769.44
2021-10-03,1760.54,1760.54,1760.54,1760.54
2021-10-01,1755.67,1763.37,1749.77,1760.54
2021-09-30,1726.97,1763.7,1722.07,1757.64
2021-09-29,1734.14,1745.49,1721.49,1727.28
2021-09-28,1750.42,1754.1,1727.99,1734.47
2021-09-27,1749.67,1760.39,1745.19,1750.87
2021-09-26,1750.34,1750.34,1750.34,1750.34
2021-09-25,1750.34,1750.34,1750.34,1750.34
2021-09-24,1744.78,1757.19,1740.59,1750.34
2021-09-23,1768.64,1775.99,1738.47,1743.49
2021-09-22,1775.09,1786.69,1765.55,1768.14
2021-09-21,1764.29,1781.49,1757.98,1774.19
2021-09-20,1754.89,1766.89,1742.94,1764.44
2021-09-19,1754.49,1754.49,1754.49,1754.49
2021-09-17,1753.64,1767.29,1747.49,1754.49
2021-09-16,1794.08,1796.14,1745.64,1753.24
2021-09-15,1803.89,1806.49,1790.69,1793.69
2021-09-14,1793.59,1808.49,1782.34,1803.92
2021-09-13,1789.27,1797.79,1785.69,1794.22
2021-09-12,1789.27,1789.27,1789.27,1789.27
2021-09-11,1789.27,1789.27,1789.27,1789.27
2021-09-10,1793.99,1803.64,1789.27,1789.27
2021-09-09,1789.69,1800.45,1784.69,1794.54
2021-09-08,1795.09,1801.94,1782.49,1789.04
2021-09-07,1822.77,1822.77,1792.9,1793.89
2021-09-06,1827.19,1827.19,1821.17,1822.77
2021-09-05,1827.19,1827.19,1827.19,1827.19
2021-09-04,1827.19,1827.19,1827.19,1827.19
2021-09-03,1809.39,1833.49,1808.69,1827.19
2021-09-02,1814.04,1817.09,1804.85,1809.39
2021-09-01,1814.27,1819.67,1808.59,1814.24
2021-08-31,1809.94,1818.89,1801.89,1814.45
2021-08-30,1818.49,1822.67,1807.69,1810.09
2021-08-27,1792.69,1818.94,1788.47,1817.24
2021-08-26,1790.79,1797.89,1779.97,1791.22
2021-08-25,1802.49,1802.89,1783.4,1790.64
2021-08-24,1805.19,1809.14,1800.49,1802.79
2021-08-23,1779.07,1805.99,1776.39,1805.79
2021-08-22,1787.59,1793.19,1787.59,1792.69
2021-08-20,1779.79,1788.09,1778.37,1787.59
2021-08-19,1787.39,1791.39,1774.29,1779.5
2021-08-18,1785.99,1793.49,1777.39,1786.72
2021-08-17,1786.89,1795.29,1780.69,1785.89
2021-08-16,1779.04,1789.04,1770.87,1786.49
2021-08-13,1752.89,1780.09,1751.67,1779.79
2021-08-12,1751.29,1757.87,1741.99,1752.74
2021-08-11,1729.59,1754.15,1723.92,1750.9
2021-08-10,1729.04,1738.24,1717.57,1729.09
2021-08-09,1762.24,1762.24,1710.39,1729.47
2021-08-08,1763.09,1763.09,1763.09,1763.09
2021-08-07,1763.09,1763.09,1763.09,1763.09
2021-08-06,1804.84,1804.84,1758.79,1763.09
2021-08-05,1812.14,1814.79,1798.44,1804.52
2021-08-04,1810.19,1831.54,1806.74,1812.03
2021-08-03,1813.18,1814.79,1807.49,1810.34
2021-08-02,1813.69,1819.44,1805.49,1812.74
2021-08-01,1787.19,1787.19,1787.19,1787.19
2021-07-31,1787.19,1787.19,1787.19,1787.19
2021-07-30,1829.09,1831.29,1809.99,1813.79
2021-07-29,1807.39,1832.69,1807.19,1828.14
2021-07-28,1800.39,1809.39,1793.64,1806.3
2021-07-27,1797.77,1804.89,1793.48,1799.14
2021-07-26,1802.44,1811.34,1796.09,1797.49
2021-07-25,1802.34,1802.34,1802.34,1802.34
2021-07-24,1802.34,1802.34,1802.34,1802.34
2021-07-23,1807.14,1809.97,1790.98,1802.34
2021-07-22,1803.69,1807.84,1793.07,1806.79
2021-07-21,1810.39,1813.46,1794.59,1804.05
2021-07-20,1812.47,1824.79,1805.59,1810.29
2021-07-19,1811.34,1817.09,1795.07,1813.44
2021-07-16,1829.37,1831.59,1808.89,1811.89
2021-07-15,1827.49,1833.34,1820.49,1829.44
2021-07-14,1807.77,1829.69,1804.39,1826.92
2021-07-13,1806.19,1816.79,1798.99,1808.27
2021-07-12,1807.89,1810.74,1791.49,1806.69
2021-07-09,1803.04,1812.07,1796.79,1808.98
2021-07-08,1803.69,1817.89,1794.69,1802.89
2021-07-07,1796.49,1809.27,1793.89,1803.89
2021-07-06,1791.77,1814.89,1790.35,1797.88
2021-07-05,1787.29,1793.79,1784.29,1791.77
2021-07-04,1780.59,1785.49,1780.59,1785.49
2021-07-02,1776.39,1794.94,1774.29,1787.29
2021-07-01,1770.09,1782.39,1765.89,1776.69
2021-06-30,1762.09,1774.19,1753.19,1770.34
2021-06-29,1778.39,1778.69,1751.22,1761.29
2021-06-28,1782.54,1785.74,1770.89,1778.39
2021-06-27,1771.69,1771.69,1771.69,1771.69
2021-06-25,1776.39,1789.99,1773.67,1781.34
2021-06-24,1778.69,1787.79,1773.03,1775.34
2021-06-23,1779.79,1794.49,1773.59,1778.94
2021-06-22,1784.14,1789.94,1772.27,1778.64
2021-06-21,1769.09,1786.09,1766.84,1783.24
2021-06-18,1775.69,1795.29,1761.54,1764.34
2021-06-17,1812.32,1824.99,1767.29,1772.73
2021-06-16,1859.07,1861.39,1807.33,1812.66
2021-06-15,1866.29,1868.94,1851.69,1858.11
2021-06-14,1876.34,1877.79,1844.99,1865.89
2021-06-13,1877.64,1877.64,1877.64,1877.64
2021-06-12,1877.64,1877.64,1877.64,1877.64
2021-06-11,1897.99,1902.44,1874.49,1877.64
2021-06-10,1888.69,1899.59,1870.88,1897.8
2021-06-09,1891.84,1898.47,1887.07,1888.22
2021-06-08,1899.09,1902.99,1883.89,1893.09
2021-06-07,1889.84,1899.9,1881.43,1899.59
2021-06-06,1890.97,1890.97,1890.97,1890.97
2021-06-05,1890.97,1890.97,1890.97,1890.97
2021-06-04,1871.34,1895.39,1858.84,1890.97
2021-06-03,1908.37,1909.29,1865.39,1871.36
2021-06-02,1899.69,1908.69,1894.49,1907.75
2021-06-01,1907.29,1916.29,1892.77,1900.49
2021-05-31,1903.54,1910.24,1901.89,1905.74
2021-05-30,1909.49,1909.49,1909.29,1909.29
2021-05-28,1897.37,1909.49,1882.23,1909.49
2021-05-27,1895.99,1902.97,1888.79,1896.79
2021-05-26,1898.69,1912.34,1890.79,1896.74
2021-05-25,1880.59,1900.29,1872.94,1899.14
2021-05-24,1880.69,1887.04,1875.79,1880.24
2021-05-23,1881.3,1881.3,1881.3,1881.3
2021-05-21,1877.89,1888.99,1870.39,1881.3
2021-05-20,1869.79,1883.57,1863.78,1876.84
2021-05-19,1869.19,1889.54,1852.19,1869.59
2021-05-18,1866.59,1874.47,1863.19,1869.89
2021-05-17,1844.89,1868.34,1843.74,1865.79
2021-05-14,1826.86,1844.16,1820.49,1843.19
2021-05-13,1814.79,1828.19,1809.44,1827.01
2021-05-12,1836.78,1843.17,1813.27,1816.49
2021-05-11,1836.09,1841.39,1818.29,1837.39
2021-05-10,1831.97,1844.89,1830.19,1835.94
2021-05-09,1840.69,1840.69,1840.69,1840.69
2021-05-08,1840.69,1840.69,1840.69,1840.69
2021-05-07,1814.29,1842.59,1813.24,1830.86
2021-05-06,1786.49,1817.39,1782.07,1815.57
2021-05-05,1778.49,1787.99,1770.57,1785.65
2021-05-04,1792.49,1798.59,1772.69,1779.04
2021-05-03,1767.47,1797.09,1767.37,1792.32
2021-05-02,1808.4,1808.41,1787.05,1787.05
2021-05-01,1808.4,1807.4,1807.4,1807.4
2021-04-30,1771.8,1773.6,1764.1,1768.95
2021-04-29,1782.15,1790,1757.3,1770.8
2021-04-28,1777.1,1782.5,1763,1780.92
2021-04-27,1781.45,1785.29,1773.9,1776.5
2021-04-26,1775.6,1783.5,1769.15,1780.44
2021-04-23,1784.3,1794.89,1770.97,1778.18
2021-04-22,1793.95,1797.9,1777.2,1784.25
2021-04-21,1778.15,1797.55,1776.18,1793.9
2021-04-20,1770.95,1780.3,1763.66,1778
2021-04-19,1775.6,1789.9,1766.59,1770.31
2021-04-18,1782.5,1783,1779.5,1779.5
2021-04-17,1782.5,1782.5,1782.5,1782.5
2021-04-16,1764.35,1783.19,1759.95,1782.5
2021-04-15,1736,1769.45,1734.5,1763.6
2021-04-14,1745.65,1749,1732.7,1737.1
2021-04-13,1733.45,1748.5,1723.67,1744.3
2021-04-12,1742.3,1744.6,1727.6,1733.4
2021-04-11,1744.1,1744.1,1744.1,1744.1
2021-04-10,1744.1,1744.1,1744.1,1744.1
2021-04-09,1755.9,1756.9,1731.5,1744.1
2021-04-08,1737.29,1758.7,1733.4,1756.38
2021-04-07,1743.2,1744.09,1730.5,1737.65
2021-04-06,1728.54,1745.2,1727.01,1744.15
2021-04-05,1729.8,1733.2,1721.4,1728.1
2021-04-04,1729.8,1729.8,1729.8,1729.8
2021-04-02,1729.8,1729.8,1729.8,1729.8
2021-04-01,1707.3,1729.95,1705.9,1729.8
2021-03-31,1684.75,1714.6,1678.05,1707.2
2021-03-30,1712.45,1714.15,1679.25,1685.25
2021-03-29,1732.35,1732.8,1706,1712.3
2021-03-28,1720.5,1720.5,1720.5,1720.5
2021-03-26,1727.4,1736.5,1721.6,1731.93
2021-03-25,1734.18,1745.1,1722.58,1727.6
2021-03-24,1727.45,1737.8,1724.45,1734.2
2021-03-23,1739.7,1742.35,1724.7,1727.5
2021-03-22,1739.8,1743.05,1727.55,1739.55
2021-03-21,1746.55,1746.55,1739.5,1739.9
2021-03-20,1749.6,1749.6,1749.6,1749.6
2021-03-19,1734,1749.6,1728.42,1749.6
2021-03-18,1747.48,1755,1719.43,1736.6
2021-03-17,1732.25,1751.05,1724.69,1747.71
2021-03-16,1730.65,1740.5,1726.18,1732.1
2021-03-15,1726.95,1734.35,1721.99,1731.2
2021-03-14,1729.5,1730.15,1725.76,1726.85
2021-03-12,1721.8,1728.65,1699.45,1726.85
2021-03-11,1726.6,1739.85,1719.8,1722.77
2021-03-10,1715.4,1726.72,1708.3,1726.65
2021-03-09,1684.9,1720.1,1680.09,1715.9
2021-03-08,1707.2,1713.99,1677.1,1684.55
2021-03-07,1700.8,1700.8,1700.8,1700.8
2021-03-06,1700.8,1700.8,1700.8,1700.8
2021-03-05,1696.55,1707.25,1687.4,1700.8
2021-03-04,1711.4,1722.75,1690.7,1698.39
2021-03-03,1738.3,1740.45,1702.4,1709.86
2021-03-02,1723.45,1739.05,1707.7,1738.1
2021-03-01,1739.45,1759.5,1719.94,1724.7
2021-02-28,1734.4,1734.4,1734.4,1734.4
2021-02-26,1772.05,1775.7,1717.85,1734.4
2021-02-25,1803.25,1804.3,1768.1,1769.9
2021-02-24,1806.7,1813.3,1783.59,1805
2021-02-23,1810,1815.55,1796.55,1805.6
2021-02-22,1787.4,1812.2,1780.95,1809.95
2021-02-21,1794.4,1794.4,1794.4,1794.4
2021-02-19,1776.5,1790.57,1760.49,1784.05
2021-02-18,1776.6,1788.7,1768.4,1775.7
2021-02-17,1792.4,1794.88,1769.8,1776.35
2021-02-16,1819.65,1826.25,1789.42,1794.95
2021-02-15,1822.43,1826.9,1816.19,1818.85
2021-02-14,1822.43,1822.43,1822.43,1822.43
2021-02-13,1822.43,1822.43,1822.43,1822.43
2021-02-12,1826.55,1829.6,1811,1822.43
2021-02-11,1844.1,1847.6,1821,1826.5
2021-02-10,1838.75,1855.03,1834.25,1843.4
2021-02-09,1830.8,1848.29,1828.93,1838.95
2021-02-08,1810.8,1838.52,1807.81,1831.26
2021-02-07,1810.8,1810.8,1810.8,1810.8
2021-02-05,1795.35,1814.7,1792.4,1810.8
2021-02-04,1834.35,1834.8,1785.85,1794
2021-02-03,1837.4,1844.9,1830.69,1833.85
2021-02-02,1859.5,1863.7,1829.8,1837.9
2021-02-01,1854.35,1871,1849.38,1860
2021-01-31,1874,1874,1874,1874
2021-01-29,1843.1,1875.14,1840.1,1847.76
2021-01-28,1843.05,1863.65,1834.2,1842.9
2021-01-27,1851.3,1853.1,1831.95,1844.91
2021-01-26,1855.2,1861.7,1849.02,1850.8
2021-01-25,1857.95,1867.75,1847.6,1855.9
2021-01-24,1863,1863,1852.75,1852.75
2021-01-22,1869.9,1870.85,1837.69,1855.9
2021-01-21,1871.2,1875.05,1859.18,1869.65
2021-01-20,1840.7,1871.75,1834.39,1870.53
2021-01-19,1838.44,1845.35,1833.75,1840.3
2021-01-18,1826,1840.4,1810.9,1836.9
2021-01-17,1827.5,1827.5,1827.5,1827.5
2021-01-15,1848,1856.45,1823.59,1828.45
2021-01-14,1847.7,1856.75,1832.85,1846.1
2021-01-13,1855.3,1862.54,1843.8,1845.37
2021-01-12,1847.3,1863.5,1837.79,1855
2021-01-11,1855.75,1855.75,1819.3,1842.51
2021-01-10,1848.88,1848.88,1848.88,1848.88
2021-01-08,1915.6,1917.5,1829.5,1848.88
2021-01-07,1921.3,1927.5,1907.55,1913.05
2021-01-06,1951.1,1958.9,1900.84,1919.05
2021-01-05,1941.35,1952.6,1934.45,1949.48
2021-01-04,1919,1944.18,1918.54,1942.14
2021-01-03,1898.66,1898.66,1898.66,1898.66
2020-12-31,1893.75,1899.5,1885.35,1897.7
2020-12-30,1877.35,1894.7,1876.24,1894.7
2020-12-29,1874.2,1886.2,1872.66,1877.89
2020-12-28,1888.25,1899.8,1869.84,1873.45
2020-12-27,1909.7,1908.7,1908.7,1908.7
2020-12-25,1908.7,1908.7,1908.7,1908.7
2020-12-24,1873.2,1880.45,1855.33,1857.2
2020-12-23,1861.1,1877.5,1858.65,1872.33
2020-12-22,1878.95,1884.25,1859.1,1860.99
2020-12-21,1884.15,1906.4,1866.5,1877.05
2020-12-20,1862.5,1867.47,1862.5,1867.47
2020-12-18,1884.35,1889.25,1877.39,1882.43
2020-12-17,1863.8,1895.7,1862.2,1885.65
2020-12-16,1854.1,1865.35,1845.31,1865.35
2020-12-15,1828.45,1855.05,1825.6,1853.5
2020-12-14,1837.3,1838.1,1820.35,1828
2020-12-11,1837.1,1847.25,1824.79,1838.53
2020-12-10,1838.45,1849.75,1829.3,1836.4
2020-12-09,1869.6,1870.6,1826.03,1839.8
2020-12-08,1863.15,1874.8,1860.35,1869.5
2020-12-07,1837.25,1868.26,1824.8,1861.4
2020-12-04,1841.3,1847.75,1830.25,1839.54
2020-12-03,1829.7,1843.8,1824,1841.5
2020-12-02,1812.75,1832,1807.6,1831.05
2020-12-01,1777.15,1816.9,1775.85,1814.8
2020-11-30,1789.75,1789.75,1764.9,1777.1
2020-11-29,1789.8,1789.8,1789.8,1789.8
2020-11-27,1811,1811.45,1774.75,1788.5
2020-11-26,1808.7,1817.7,1806.7,1811.38
2020-11-25,1808.25,1817.6,1801.7,1807.6
2020-11-24,1838.7,1838.7,1801.01,1807.41
2020-11-23,1871.1,1876.15,1831.19,1838.33
2020-11-22,1870.14,1870.14,1870.14,1870.14
2020-11-21,1870.14,1870.14,1870.14,1870.14
2020-11-20,1861.55,1879.42,1861.05,1870.14
2020-11-19,1873.86,1873.95,1852.83,1867.05
2020-11-18,1881.9,1884.4,1865.25,1873.3
2020-11-17,1889.45,1893.2,1877.1,1879.1
2020-11-16,1888.2,1898.95,1881.3,1888.53
2020-11-13,1877.15,1896.2,1873.99,1890.41
2020-11-12,1866.9,1883.39,1862.8,1878
2020-11-11,1874.5,1884.2,1856.3,1865.98
2020-11-10,1861,1890.05,1861,1877.79
2020-11-09,1956.35,1965.5,1851.05,1861.68
2020-11-08,1959,1959,1958.2,1958.2
2020-11-06,1947.05,1960.4,1935.8,1951.25
2020-11-05,1903.75,1952.5,1903,1949.35
2020-11-04,1909.25,1916.3,1885,1904.25
2020-11-03,1895.25,1910.21,1887.22,1909.32
2020-11-02,1879.1,1895.7,1873.65,1894.45
2020-11-01,1878.95,1878.95,1878.95,1878.95
2020-10-31,1878.95,1878.95,1878.95,1878.95
2020-10-30,1867.95,1889.3,1865.09,1878.95
2020-10-29,1877.45,1885.05,1859.92,1866.65
2020-10-28,1905.55,1910.55,1870.3,1878.2
2020-10-27,1902.55,1911.05,1898.1,1904.8
2020-10-26,1895.35,1908.1,1895.1,1902.6
2020-10-25,1907,1907,1895.85,1896.65
2020-10-23,1905.2,1913.95,1895,1901.55
2020-10-22,1924.9,1925.9,1895.15,1904.15
2020-10-21,1910.25,1931.2,1908.65,1924.6
2020-10-20,1903.75,1914.1,1895.1,1906.65
2020-10-19,1900.25,1917.75,1897.15,1904.33
2020-10-18,1899.4,1899.4,1899.4,1899.4
2020-10-16,1908.9,1913.5,1897.9,1899.4
2020-10-15,1901.95,1908.85,1889.85,1908.1
2020-10-14,1893.4,1912.55,1883.3,1900.33
2020-10-13,1924.05,1925.35,1887.39,1890.35
2020-10-12,1927.2,1932.95,1918.6,1922.94
2020-10-11,1930.43,1930.43,1930.43,1930.43
2020-10-10,1930.43,1930.43,1930.43,1930.43
2020-10-09,1894.35,1930.5,1893.52,1930.43
2020-10-08,1887.7,1899.7,1882.3,1893.95
2020-10-07,1877.35,1898,1873.35,1887.3
2020-10-06,1912.15,1920.5,1875.05,1878.3
2020-10-05,1903.7,1918.1,1887.2,1913.45
2020-10-04,1899.7,1899.7,1899.7,1899.7
2020-10-02,1905.1,1916.8,1889.79,1899.7
2020-10-01,1887.5,1911.3,1884.89,1906
2020-09-30,1897.75,1901.82,1881.59,1885.95
2020-09-29,1881.05,1898.85,1876.08,1897.81
2020-09-28,1864.7,1883.05,1850.2,1880.98
2020-09-27,1861.05,1861.05,1855.5,1855.5
2020-09-26,1861.05,1861.05,1861.05,1861.05
2020-09-25,1869.85,1874.75,1853.3,1861.05
2020-09-24,1864.25,1876.78,1848.99,1868.69
2020-09-23,1901.15,1904.9,1856.11,1863.4
2020-09-22,1914.58,1919.59,1895.1,1900.2
2020-09-21,1947.75,1955.6,1884.09,1912.35
2020-09-20,1962,1962,1962,1962
2020-09-19,1962,1962,1962,1962
2020-09-18,1944.25,1960,1944.25,1951.33
2020-09-17,1959.55,1960.95,1932.9,1944.98
2020-09-16,1954.7,1973.03,1950.2,1959.75
2020-09-15,1957.5,1972,1948.6,1953.88
2020-09-14,1937.8,1962.14,1937.55,1956.7
2020-09-13,1940.4,1940.4,1940.4,1940.4
2020-09-12,1940.4,1940.4,1940.4,1940.4
2020-09-11,1946.54,1954.35,1938.2,1940.4
2020-09-10,1946.35,1966.2,1941.65,1946.35
2020-09-09,1932.51,1950.6,1920.29,1946.5
2020-09-08,1929.8,1940.5,1906.7,1931.35
2020-09-07,1932.8,1941.25,1925.41,1928.55
2020-09-06,1933.83,1933.83,1933.83,1933.83
2020-09-04,1930.3,1941.45,1916.8,1933.83
2020-09-03,1942.41,1951,1922.9,1930.3
2020-09-02,1969.22,1973.25,1933.5,1942.89
2020-09-01,1968.65,1992.15,1964.19,1970.45
2020-08-31,1969.45,1976.05,1954.7,1967.9
2020-08-29,1964.95,1964.95,1964.95,1964.95
2020-08-28,1930,1973.1,1923.8,1964.95
2020-08-27,1952.15,1976.5,1912.2,1929.5
2020-08-26,1928.15,1954.3,1903.35,1953.3
2020-08-25,1930.25,1937.5,1914.85,1928.4
2020-08-24,1935.75,1961.4,1924.25,1927.98
2020-08-23,1940.22,1947.5,1940.22,1947.5
2020-08-21,1948.55,1955.55,1912.65,1940.23
2020-08-20,1931.3,1954.91,1925.15,1947.05
2020-08-19,2004.9,2006.55,1924.75,1930.48
2020-08-18,1983.35,2014.7,1977.15,2000.62
2020-08-17,1944.75,1990.5,1930.35,1985.07
2020-08-16,1945.35,1948.35,1945.35,1947.04
2020-08-15,1945.35,1945.35,1945.35,1945.35
2020-08-14,1951.9,1962.65,1934.05,1945.35
2020-08-13,1919.1,1965.75,1912.7,1954.03
2020-08-12,1917.8,1948.4,1866.4,1914.39
2020-08-11,2027.25,2029.75,1902.65,1912.43
2020-08-10,2028.25,2049.7,2020.2,2027.08
2020-08-09,2035.99,2035.99,2035.99,2035.99
2020-08-08,2035.99,2035.99,2035.99,2035.99
2020-08-07,2067.3,2072.9,2016.1,2035.99
2020-08-06,2040.05,2069.1,2035.25,2063.68
2020-08-05,2021.45,2055.48,2010.1,2038.15
2020-08-04,1977.7,2019.5,1969.35,2018.51
2020-08-03,1981.1,1984.7,1960.85,1976.35
2020-08-02,1975.9,1975.9,1975.9,1975.9
2020-08-01,1975.9,1975.9,1975.9,1975.9
2020-07-31,1955.7,1978,1955.55,1975.9
2020-07-30,1970.65,1971.65,1939.79,1956.05
2020-07-29,1959.6,1979.78,1945.2,1970.92
2020-07-28,1944.25,1980.55,1908.4,1959.6
2020-07-27,1903.45,1945.1,1903.45,1942.55
2020-07-26,1901.65,1901.65,1901.65,1901.65
2020-07-25,1901.65,1901.65,1901.65,1901.65
2020-07-24,1889.85,1906.4,1882.1,1901.65
2020-07-23,1872.53,1897.89,1864.28,1887.3
2020-07-22,1841.4,1872.53,1841.2,1872.53
2020-07-21,1818.3,1843.35,1815.85,1841.9
2020-07-20,1808.35,1820.4,1806,1817.73
2020-07-19,1809.9,1809.9,1809.9,1809.9
2020-07-18,1809.9,1809.9,1809.9,1809.9
2020-07-17,1798.35,1811.47,1796.15,1809.9
2020-07-16,1811.4,1813.5,1795.11,1797.89
2020-07-15,1808.6,1813.95,1803.05,1809.09
2020-07-14,1802.7,1810.65,1791.9,1808.6
2020-07-13,1800.1,1813.15,1798.25,1802.5
2020-07-12,1799.3,1799.3,1799.3,1799.3
2020-07-11,1799.3,1799.3,1799.3,1799.3
2020-07-10,1803.51,1810.5,1794.2,1799.3
2020-07-09,1809.7,1816,1796.25,1803.5
2020-07-08,1794.41,1817.45,1791.39,1809.15
2020-07-07,1785.5,1797.15,1773.8,1793.25
2020-07-06,1774.35,1786.9,1770.5,1784.5
2020-07-04,1784.5,1784.5,1784.5,1784.5
2020-07-03,1775.9,1777,1772.8,1774.91
2020-07-02,1772.35,1779.6,1757.32,1773.03
2020-07-01,1781.4,1788.66,1759.4,1769.99
2020-06-30,1772.5,1785.85,1765.4,1779.55
2020-06-29,1771.1,1774.8,1765.7,1770.4
2020-06-28,1771.05,1771.05,1771.05,1771.05
2020-06-27,1771.05,1771.05,1771.05,1771.05
2020-06-26,1764.75,1771.65,1747.64,1771.05
2020-06-25,1760.2,1768.42,1755.61,1762.14
2020-06-24,1769.4,1778.7,1760.78,1762.6
2020-06-23,1754.55,1770.8,1747.2,1769.1
2020-06-22,1747.35,1762.03,1742.71,1754.7
2020-06-21,1743.95,1743.95,1743.95,1743.95
2020-06-20,1743.95,1743.95,1743.95,1743.95
2020-06-19,1723.55,1744.5,1721.03,1743.95
2020-06-18,1726.15,1736,1717.14,1721.95
2020-06-17,1725.62,1729.1,1713.1,1726.63
2020-06-16,1726.76,1732.01,1716.99,1728.57
2020-06-15,1730.55,1733.8,1704.12,1725.75
2020-06-14,1730.8,1730.8,1730.8,1730.8
2020-06-13,1730.8,1730.8,1730.8,1730.8
2020-06-12,1729.15,1742.66,1722.29,1730.8
2020-06-11,1737.82,1744.6,1721.1,1726.3
2020-06-10,1716.1,1739.03,1710.7,1737.07
2020-06-09,1700.5,1720.75,1691.8,1714.5
2020-06-08,1681.5,1700.25,1677.86,1698.51
2020-06-07,1683.65,1683.65,1683.65,1683.65
2020-06-06,1683.65,1683.65,1683.65,1683.65
2020-06-05,1714.75,1716.35,1670.3,1683.65
2020-06-04,1699.7,1720.6,1697,1713.39
2020-06-03,1728,1731.99,1689.13,1698.1
2020-06-02,1737.5,1744.35,1721.59,1727.99
2020-06-01,1735.62,1744.55,1728.55,1739.98
2020-05-30,1730.35,1730.35,1730.35,1730.35
2020-05-29,1719.07,1736.79,1712.65,1730.35
2020-05-28,1708.8,1726.83,1708.05,1720.05
2020-05-27,1711.5,1715.35,1693.9,1708.8
2020-05-26,1727.15,1735.05,1708.7,1711.78
2020-05-25,1732.4,1733.15,1722.09,1729.13
2020-05-24,1736.69,1736.69,1736.69,1736.69
2020-05-23,1736.69,1736.69,1736.69,1736.69
2020-05-22,1726.45,1739.7,1724.43,1736.35
2020-05-21,1747.8,1748.7,1717.69,1726.55
2020-05-20,1745.62,1753.5,1742.3,1748.98
2020-05-19,1732.45,1747.2,1726.17,1744.09
2020-05-18,1747.8,1764.75,1728.04,1732.4
2020-05-16,1743.55,1743.55,1743.55,1743.55
2020-05-15,1730.3,1751,1728.52,1743
2020-05-14,1715.18,1735.5,1711.1,1732.05
2020-05-13,1703.9,1717.66,1699.4,1715.63
2020-05-12,1696.9,1710.03,1693.7,1702.04
2020-05-11,1702.55,1712.35,1692.19,1697.4
2020-05-10,1702.65,1702.65,1702.65,1702.65
2020-05-09,1702.65,1702.65,1702.65,1702.65
2020-05-08,1716.05,1722.56,1701.61,1702.65
2020-05-07,1687.7,1721.57,1684.4,1717.93
2020-05-06,1705.55,1708.6,1683.08,1685.5
2020-05-05,1701.7,1711.61,1691.92,1707.03
2020-05-04,1698.95,1712.14,1692.7,1701.4
2020-05-01,1686.78,1705.15,1670.53,1700.4
2020-04-30,1711.58,1720.4,1681.37,1686.8
2020-04-29,1707.75,1716.3,1698.65,1712.27
2020-04-28,1714.25,1714.78,1692.88,1708.8
2020-04-27,1722.1,1725.87,1706.45,1714.9
2020-04-26,1734.6,1734.6,1734.41,1734.41
2020-04-24,1731.55,1736,1710.94,1729.43
2020-04-23,1714.75,1738.6,1707.43,1732.54
2020-04-22,1686,1719,1680.95,1715.2
2020-04-21,1695.3,1697.3,1662.19,1687.5
2020-04-20,1683.05,1702.5,1672.55,1694.13
2020-04-17,1711.55,1717.45,1680.02,1683.85
2020-04-16,1715.7,1738.1,1708.2,1717.7
2020-04-15,1728.85,1731.1,1708.1,1716.9
2020-04-14,1715.18,1746.7,1709.1,1730.45
2020-04-13,1691.25,1723.65,1679.8,1714.3
2020-04-10,1697.5,1697.5,1696.9,1696.9
2020-04-09,1644.75,1690.3,1644.3,1683.89
2020-04-08,1648.35,1656.65,1643.15,1646
2020-04-07,1666.65,1673.4,1643.6,1648.96
2020-04-06,1614.8,1668.85,1609.45,1664.7
2020-04-05,1618.45,1618.45,1618.45,1618.45
2020-04-03,1615.6,1625.1,1607.15,1618.45
2020-04-02,1592.25,1619.55,1581.05,1614.3
2020-04-01,1573.3,1601.15,1570.45,1595.05
2020-03-31,1622.4,1622.5,1570.25,1571
2020-03-30,1621.85,1631.95,1611.4,1623.58
2020-03-29,1620.75,1622,1615,1622
2020-03-27,1630.6,1632.3,1614.75,1623.5
2020-03-26,1612.95,1643.55,1599.2,1631.8
